id;сотрудник;должность;команда;грейд;создан;навык;компетенция;домен;дата;оценка_;оценка;соответствие;Дата последней оценки;Соответствие по последней дате;План развития (оценка)Дата когда должен получить??;Запрос на обучение (да/нет);Рост уровня навыков;Вовлеченость (уровень навыка растет по времени);Key-people(рандом);Сильные навыки (да/нет)(Подтвержден руководителем);Пройденные оценки (Навык прошел проверку руководителя)(да/нет)
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Планирование;Тайм-менеджмент;Soft skills;2023-10-13 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Планирование;Тайм-менеджмент;Soft skills;2023-04-12 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Планирование;Тайм-менеджмент;Soft skills;2023-07-21 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Планирование;Тайм-менеджмент;Soft skills;2023-02-12 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Планирование;Тайм-менеджмент;Soft skills;2023-10-20 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да;да;да;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Принятие решения;Лидерские качества;Soft skills;2023-04-07 00:00:00;3;Базовый;не требуется;2024-08-05 00:00:00;; ; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Принятие решения;Лидерские качества;Soft skills;2023-09-29 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Принятие решения;Лидерские качества;Soft skills;2023-08-10 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;; ;да;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Принятие решения;Лидерские качества;Soft skills;2023-09-03 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;; ;да; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Принятие решения;Лидерские качества;Soft skills;2023-11-10 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;не требуется;да; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка веб-приложений;Навыки разработки программного обеспечения;Hard skills;2023-01-12 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка веб-приложений;Навыки разработки программного обеспечения;Hard skills;2023-11-15 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;;да;да;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка веб-приложений;Навыки разработки программного обеспечения;Hard skills;2023-01-29 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка веб-приложений;Навыки разработки программного обеспечения;Hard skills;2023-11-13 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да;да;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка веб-приложений;Навыки разработки программного обеспечения;Hard skills;2023-03-14 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений Android;Навыки разработки программного обеспечения;Hard skills;2023-03-20 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений Android;Навыки разработки программного обеспечения;Hard skills;2023-06-05 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений Android;Навыки разработки программного обеспечения;Hard skills;2023-08-30 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений Android;Навыки разработки программного обеспечения;Hard skills;2023-11-04 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений Android;Навыки разработки программного обеспечения;Hard skills;2023-04-13 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-01-06 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-02-23 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-02-17 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да;да;да;да; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-11-13 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-10-27 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-04-29 00:00:00;5;Экспертный;не требуется;2024-08-05 00:00:00;; ;да; ; ;да;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-07-14 00:00:00;5;Экспертный;не требуется;2024-08-05 00:00:00;;да; ;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-04-10 00:00:00;5;Экспертный;не требуется;2024-08-05 00:00:00;;да; ; ;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-12-07 00:00:00;5;Экспертный;не требуется;2024-08-05 00:00:00;;да; ;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-05-21 00:00:00;5;Экспертный;не требуется;2024-08-05 00:00:00;не требуется;да; ;да;да; ;да;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-04-27 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-03-03 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-11-23 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-07-12 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-01-27 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да;да; ; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-11-28 00:00:00;2;Начинающий;не требуется;2024-08-05 00:00:00;;да;да; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-06-17 00:00:00;2;Начинающий;не требуется;2024-08-05 00:00:00;; ;да;да;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-03-17 00:00:00;2;Начинающий;не требуется;2024-08-05 00:00:00;; ; ; ; ;да; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-01-15 00:00:00;3;Базовый;не требуется;2024-08-05 00:00:00;; ; ; ; ;да; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-12-06 00:00:00;3;Базовый;не требуется;2024-08-05 00:00:00;не требуется; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-12-20 00:00:00;3;Базовый;не требуется;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-12-06 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;; ; ; ; ; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-12-16 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;;да; ; ;да; ; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-01-26 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;; ;да;да;да;да; ;да
97;Волков Денис;Разработчик / Программист;Медиа;Junior;2022-04-23 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-09-28 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;не требуется; ; ; ; ;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-04-07 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-03-16 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да;да; ;да;да;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-07-01 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ;да;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;C++;Знание языков программирования.;Hard skills;2023-06-27 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;C++;Знание языков программирования.;Hard skills;2023-02-20 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ;да; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;C++;Знание языков программирования.;Hard skills;2023-04-05 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-05-10 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-06-07 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-08-07 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-05-03 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-08-27 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ;да;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-04-18 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;нет; ;да; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Java;Знание языков программирования.;Hard skills;2023-01-08 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да; ;да;да;да; ; 
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Java;Знание языков программирования.;Hard skills;2023-09-21 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да;да;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Java;Знание языков программирования.;Hard skills;2023-01-04 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-11-20 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-01-15 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-09-29 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да;да;да; ;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-11-06 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-05-16 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-07-10 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-04-15 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-02-04 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ; ; 
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-08-10 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да;да;да; ;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-06-14 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-10-23 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-10-06 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да;да; ;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-09-05 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-09-01 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-04-21 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-04-04 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-03-10 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-08-08 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-12-31 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да;да;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-02-14 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-08-26 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ;да; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-06-29 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-05-31 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-03-27 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Python;Знание языков программирования.;Hard skills;2023-07-14 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Python;Знание языков программирования.;Hard skills;2023-10-20 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Python;Знание языков программирования.;Hard skills;2023-05-19 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-05-14 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ;да;да; ; ; 
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-09-05 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-11-03 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-07-31 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-07-06 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-05-10 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-10-31 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-11-15 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да;да;да;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-12-28 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ;да; ; 
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-04-09 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-08-12 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-01-09 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да;да; ; ;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Граммотная письменная речь;Навык делового общения и ведения переписки.;Soft skills;2023-08-10 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Граммотная письменная речь;Навык делового общения и ведения переписки.;Soft skills;2023-07-02 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Граммотная письменная речь;Навык делового общения и ведения переписки.;Soft skills;2023-07-26 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Делегирование;Работа в команде;Soft skills;2023-06-11 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Делегирование;Работа в команде;Soft skills;2023-12-19 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Делегирование;Работа в команде;Soft skills;2023-01-18 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ; ; 
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Деловая переписка;Навык делового общения и ведения переписки.;Soft skills;2023-02-02 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;;да; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Деловая переписка;Навык делового общения и ведения переписки.;Soft skills;2023-04-30 00:00:00;3;Базовый;нет;2024-08-05 00:00:00;; ; ; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Деловая переписка;Навык делового общения и ведения переписки.;Soft skills;2023-12-24 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ; ; ;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Китайский язык;Знание иностранных языков;Hard skills;2023-09-06 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Китайский язык;Знание иностранных языков;Hard skills;2023-04-24 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Китайский язык;Знание иностранных языков;Hard skills;2023-03-27 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ;да;да; ; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Креативное мышление;Лидерские качества;Soft skills;2023-02-24 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;;да; ; ;да;да; ;да
77;Волкова Ксения;Бизнес Аналитик;ФЛ;Middle;2023-06-07 00:00:00;Креативное мышление;Лидерские качества;Soft skills;2023-04-28 00:00:00;4;Уверенный;не требуется;2024-08-05 00:00:00;;да; ; ;да;да; ;да
